chapter_1915,C01-S01,C01-S02,C02-S01,C02-S02,C03-S01,C03-S02,C03-S03,C03-S04,C04-S01,C04-S02,C04-S03,C05-S01,C05-S02,C05-S03,C05-S04,C05-S05,C05-S06,C05-S07,C06-S01,C06-S02,C06-S03,C06-S04,C06-S05,C06-S06,C06-S07
C13,0.01183914294514538,0.007814519208340146,0.004195323215997194,0.006825006049439224,0.005153896222942322,0.002157720245691688,0.005013307200390309,0.004091453131197556,0.004679204527924355,0.004153334043788145,0.0047992432041897804,0.006418038075365222,0.005497668242654338,0.002247120090175694,0.002431217284841291,0.0021442429508618317,0.0036703455530245664,0.007244645063785208,0.005127065080428056,0.0058326367017913225,0.0052736401950465635,0.005216174371724124,0.00393814539816187,0.02712444403189924,0.0065922890912988915
C14,0.013390069015276587,0.008680726154053887,0.005248131195743564,0.008865321039808974,0.001910701682864069,0.002171320804811023,0.005283603670104969,0.00546349901322403,0.006641686162620291,0.005752019848201482,0.005328238112686239,0.009408526971890428,0.005781366018208833,0.0038333171046010177,0.0037740972784117022,0.002123210623600887,0.003690666128442998,0.008247145743264005,0.005823961645987393,0.008467862000474712,0.008071305720092152,0.007176150577119338,0.006460108661002535,0.026199853831576445,0.007279127608769125
C15,0.010779094659719324,0.010600579352247813,0.004072733950541138,0.012859637741671707,0.006853565791361745,0.005548130158992197,0.0045646429338648525,0.0052521845565887985,0.0036299516852982133,0.008495653832817545,0.005236596518780992,0.006416594442344972,0.0038012280648888094,0.0030822240950618505,0.0029168674331956097,0.0026808240882597464,0.0036589914678088454,0.007812639409547526,0.004410537190156056,0.004328609395600083,0.009889094943940174,0.007389227289532327,0.005712024749790225,0.008356099441671781,0.006452134757716655
C16,0.01468106719271724,0.010250168441871243,0.0051230293474806895,0.009491823190341234,0.003919259883928343,0.002487850002663817,0.005541815773865608,0.005783899504726496,0.004980918570502619,0.007274991014856404,0.003489152547467258,0.007413306193314658,0.005044671613773254,0.0022187174378442737,0.0030633735943362515,0.0015592386732170835,0.0030923544596969366,0.009288481250874146,0.004652829042107486,0.004140536306463755,0.004604243509415746,0.00553742847962965,0.005094841460553435,0.012376691737943335,0.006570748312612275
C17,0.019124464382327847,0.012675865796152045,0.0068090141320075025,0.014570949360483145,0.005855315434448508,0.0047021782510099355,0.00789041523085445,0.007342383278236961,0.0052052210615324765,0.008432067380517218,0.007749110492322968,0.007675968375631724,0.006511323696477058,0.0033264521999496087,0.0037220205038879625,0.00402373344142955,0.0062409944134779296,0.008615031657067411,0.004839394243733247,0.004846639359546785,0.008881272971724702,0.006103494654866736,0.007853860572435383,0.009879228985130514,0.008952815300681248
C18,0.012124060316135983,0.008495732460487671,0.004943092874128044,0.008734798112566172,0.002354452710045767,0.003564842404349336,0.004304143883412533,0.004232612666734978,0.00466963990308229,0.00762266066619731,0.0059622025228823995,0.009614474412364033,0.007525193312246432,0.0018952982185425112,0.0031385497945890747,0.0026472898829293418,0.005002822174383128,0.00731180126079671,0.005243611914409435,0.004474659958132358,0.008056512337017912,0.007448118542213712,0.005946116891828809,0.007204894214574124,0.007305140303183239
C19,0.012293516442624833,0.007505936491212277,0.004097757440578897,0.010304355889893575,0.006219389761779513,0.0033377604121713087,0.004097976607563891,0.0037927048977313624,0.0023937451580570085,0.004799965150043387,0.003422742088368966,0.007553889050476535,0.004930265803169035,0.0006313628863715972,0.0027275383696977015,0.0015099078037912365,0.0032544051113437247,0.003671841246654295,0.004720525688560914,0.00272437408366202,0.00465716078894098,0.0036442060159324113,0.00316460441211111,0.005258978047831315,0.003496988474609467
C20,0.01830308505693029,0.012376601441180052,0.005174687143993612,0.01232297707910748,0.007560219994430521,0.004239902039258535,0.007151184869240225,0.0065813143697431385,0.00543902714160082,0.009479727735909126,0.00550521639432817,0.011679670286575485,0.0048261223098740634,0.0029284152493662813,0.003982712273119205,0.0022090387694482048,0.004040905666931678,0.011986327710968496,0.007044023437464663,0.004916077071116179,0.007224900370467865,0.0057334142406802275,0.0062830536170552145,0.01600443728013394,0.008346138620084244
C21,0.022539626443349853,0.016248382867653295,0.006650071417417309,0.011372383575153579,0.006537282041419378,0.0032799630375349893,0.008588573340349471,0.00684189758435373,0.004413981014852082,0.007815757315398492,0.00611083824229964,0.009632996687369352,0.004670425971991194,0.0022239327498848544,0.0037776917962904946,0.0026063617289597035,0.005265441656145745,0.006983233058880339,0.008227851098056845,0.005551076138975487,0.009175794150416305,0.007490400904709225,0.006851405484909922,0.008455774301001225,0.007471276975049967
C22,0.012844679369190655,0.008554527103293033,0.003941637238596666,0.006131552608516321,0.007056257378283011,0.003192098390260131,0.005124892188469505,0.004724298045444554,0.0037072757473585252,0.0065127482745386015,0.0037350273871209036,0.007137155642119103,0.003291429669497295,0.0021816328833574937,0.0032306880370319034,0.0016105534153996218,0.00314515092054397,0.005628605257184908,0.00469523632969989,0.0033789195733386155,0.006241344488426861,0.006564767320448296,0.004228108473811354,0.01749647100129529,0.004570002283789723
C23,0.017156320554202593,0.0101654206161257,0.005372935233046768,0.011616532444988042,0.009097405278916905,0.0031569100487350964,0.004928936379517853,0.004616061371189415,0.003568922050254875,0.006439001086423939,0.004544791564327218,0.01013756679669894,0.004360457219857448,0.0012179873695701317,0.0038263666618806036,0.0014603166086688104,0.0046529287563109156,0.0066353219700449224,0.004271065569848835,0.003560565431429131,0.007353327237274926,0.007493640098707289,0.0053700098321699,0.012700425595804093,0.006189729766568771
C24,0.018220377603721128,0.014920363296125222,0.005806517847560689,0.01619914512067179,0.0035653794037940377,0.0038484098905724753,0.007876003308845034,0.007519027100395141,0.005235783597382365,0.008956874450199432,0.008733067810309863,0.011354958843043767,0.007003136223395895,0.002008771220718562,0.00366116246358041,0.003200299534755227,0.0043345604387993245,0.00931962044408139,0.010466152515703675,0.007695001572664696,0.011055605479859294,0.00823590727569548,0.009893234715984424,0.00658527330802775,0.00906804813193652
C25,0.008048450477666008,0.006705899098162278,0.004270419734597909,0.00778137296520165,0.004656258594747264,0.0021997057747221794,0.0034016405556493772,0.003451325918724378,0.0033346847351221724,0.004606467583255669,0.002645780957646856,0.0047409566275933655,0.0038055641859296315,0.002114497220290202,0.0022544467496675683,0.001367180977870393,0.002214825686347642,0.004685498795347293,0.003029459430063463,0.0018965227498704115,0.00415843512308977,0.0035527330214314068,0.0037644545570660877,0.010011998547370985,0.0038928688713179885
C26,0.0022707231288400225,0.002368401072485987,0.0025989504352766156,0.0023892696219252347,0.0007419554280739072,0.0009675836271105601,0.0014807959766932896,0.0016726043458525058,0.0022593457360805046,0.002418104073124319,0.0011017048189725638,0.001976284765605202,0.001822946993754822,0.0016276442374976868,0.001191349057940387,0.0004929034772477924,0.001295235248516011,0.004191736443945259,0.0018005934355222334,0.0010752141359940824,0.0020885526406847535,0.0023322091300514284,0.0019615526212682552,0.0020321726840748576,0.0019030310835564722
C27,0.002462068283686154,0.0023444842697684268,0.001536065069201363,0.0017186245292917864,0.0016379083602093669,0.0007171375751374583,0.0011185095393105473,0.0018809852913358595,0.0011944447883742095,0.0042291103558436405,0.0017173543654800932,0.0024625807214949495,0.00132618898796514,0.0010931038937823467,0.0009965167377568732,0.0006619275129980805,0.0016899170353816195,0.0033548878823335994,0.0028430858124389477,0.0014174448342043696,0.0055795945598922534,0.003038020890424912,0.0017395853618554125,0.0012001418786591622,0.0021060033668732206
C28,0.004244932899803955,0.00320622990171637,0.0012718439142735962,0.0020315826312476983,0.003651371297063276,0.000856848149598391,0.0012424317834287349,0.0022164804726028807,0.0012440032892314216,0.00557751965069041,0.00206179154855952,0.003329423354247702,0.0027074101150249587,0.00013528138528138528,0.0011745673310560305,0.00042181311236189284,0.002253643486381666,0.0024919959901070704,0.0050709512148925705,0.0040464488426915435,0.006799066650446414,0.004783232951108724,0.002199028033124366,0.0013961455869223166,0.00269834775018592
